X0;X1;X2;X3;X4;X4;X6;X7;X8;X9;X10;X11
450;675;RS;Feminino;38;6;680658;1;0;0;138777;1
451;778;SC;Feminino;47;6;12729934;2;1;0;12469499;0
452;494;PR;Feminino;38;7;17493764;1;1;0;4008432;0
453;850;RS;Masculino;40;9;0;2;0;1;11923233;0
454;592;SC;Masculino;31;7;1100711;1;0;0;4392136;0
455;590;SC;Feminino;44;3;13943237;1;1;0;6222281;0
456;758;RS;Feminino;39;6;12735776;1;0;1;56577;0
457;506;RS;Masculino;36;5;0;2;1;0;16425335;0
458;733;RS;Masculino;33;3;0;1;1;1;766673;0
459;711;RS;Masculino;38;3;0;2;1;0;6848751;0
460;514;PR;Masculino;43;1;9555631;1;0;1;19927398;1
461;637;SC;Masculino;37;8;0;1;1;1;18606236;0
462;468;PR;Masculino;29;1;11168198;2;1;1;19571116;0
463;539;RS;Masculino;39;3;0;2;1;0;3669217;0
464;509;SC;Feminino;25;3;10873871;2;1;0;10692057;0
465;662;RS;Feminino;32;4;13395037;1;1;1;4872568;1
466;818;SC;Masculino;26;4;0;2;1;1;16703694;0
467;608;RS;Masculino;33;9;8996869;1;1;0;6877726;0
468;850;SC;Feminino;32;9;0;2;1;1;1892492;0
469;816;PR;Feminino;38;5;13087875;3;1;0;7190577;1
470;536;RS;Masculino;35;8;0;2;1;0;6483328;0
471;753;RS;Masculino;35;3;0;2;1;1;18484377;0
472;631;SC;Masculino;27;10;13416962;1;1;1;10000;0
473;703;RS;Masculino;37;1;14976208;1;1;0;206294;1
474;774;RS;Masculino;26;2;9384469;1;1;0;2841536;0
475;785;RS;Masculino;28;8;0;2;1;0;7723127;0
476;571;RS;Feminino;33;1;0;2;1;0;1027507;0
477;621;PR;Masculino;46;6;14107837;1;0;0;345808;1
478;605;PR;Feminino;31;1;11799259;1;1;1;18359877;0
479;611;RS;Feminino;40;8;10081233;2;1;0;14735827;0
480;569;RS;Masculino;38;7;0;1;1;1;1084692;0
481;658;RS;Masculino;29;4;802626;1;1;1;2061282;0
482;788;SC;Masculino;34;6;15647862;1;0;1;18119676;0
483;525;RS;Feminino;23;5;0;2;1;0;1602491;0
484;798;RS;Masculino;37;8;0;3;0;0;11078328;0
485;486;PR;Masculino;37;9;11521799;2;1;0;14499533;0
486;615;SC;Masculino;61;9;0;2;1;0;15022785;1
487;730;RS;Feminino;35;0;15547055;1;1;1;5371828;0
488;641;RS;Masculino;37;7;0;2;1;0;752483;0
489;542;RS;Masculino;39;3;13509677;1;1;1;1435343;1
490;692;RS;Masculino;30;2;0;2;0;1;13048657;0
491;714;PR;Feminino;55;9;18007522;1;1;1;10012771;0
492;591;SC;Masculino;29;1;9754124;1;1;1;19635617;0
493;710;RS;Feminino;41;2;15606705;1;1;1;998388;0
494;639;RS;Feminino;38;4;8155094;2;0;1;11897477;0
495;531;RS;Feminino;47;6;0;1;0;0;19499834;1
496;673;RS;Feminino;38;2;17006192;2;0;0;13490134;1
497;765;PR;Masculino;36;8;9231054;2;1;1;7292456;0
498;622;RS;Feminino;32;6;16908938;2;1;0;10105795;0
499;806;RS;Masculino;40;5;8061393;1;1;1;14283864;0
500;757;PR;Masculino;26;8;12158156;2;1;1;12705904;0
501;570;RS;Feminino;58;8;0;1;0;1;11650392;1
502;555;SC;Masculino;32;4;0;2;1;1;5440579;0
503;692;RS;;54;5;0;2;1;1;8872184;0
504;774;RS;Masculino;60;5;8589155;1;1;0;7413548;1
505;638;SC;Masculino;44;9;7763735;2;1;1;11134622;0
506;543;SC;Feminino;41;4;0;1;0;0;19490216;0
507;584;RS;Masculino;31;5;0;2;1;0;3147427;0
508;691;PR;Masculino;30;7;11692789;1;1;0;2119839;0
509;684;PR;Feminino;40;6;13732665;1;1;0;1869766;0
510;733;RS;Masculino;22;5;0;2;1;1;11720219;0
511;599;SC;Feminino;37;2;0;2;1;1;14373929;0
512;524;PR;Feminino;31;10;6723898;2;1;1;16181123;0
513;632;PR;Feminino;38;6;8656976;2;1;0;9809091;0
514;735;SC;Masculino;34;5;0;2;0;0;7109541;0
515;734;RS;Masculino;34;6;1335984;1;1;1;1310724;0
516;605;RS;Feminino;51;3;13618878;1;1;1;6711059;1
517;793;SC;Masculino;38;9;0;2;1;0;8822502;0
518;468;RS;Feminino;56;10;0;3;0;1;6225687;1
519;779;PR;Masculino;37;7;12009252;2;1;0;13592572;0
520;698;RS;Masculino;48;4;10123824;2;0;1;17781587;1
521;707;RS;Masculino;58;6;8968592;1;0;1;12647113;0
522;850;RS;Feminino;35;1;21177431;1;1;0;18857412;1
523;850;RS;Masculino;56;7;13131748;1;1;1;11917545;0
524;527;SC;Masculino;37;5;9372273;2;1;1;13909373;0
525;696;PR;Masculino;32;8;10116099;1;1;1;11591655;0
526;661;RS;Masculino;48;3;12032054;1;0;0;9646325;0
527;776;RS;Feminino;31;2;0;2;1;1;11234951;0
528;701;RS;Masculino;43;2;0;2;1;1;16530379;0
529;610;RS;Masculino;26;8;0;2;1;0;16603108;0
530;572;PR;Feminino;48;3;15282799;1;1;0;3841179;1
531;673;RS;Masculino;30;1;6409775;1;1;1;7778335;0
532;519;SC;Feminino;57;2;11903535;2;1;1;2987179;0
533;702;SC;Feminino;26;4;13521957;1;0;1;5974763;0
534;729;RS;Masculino;32;6;9369442;1;1;1;7991913;0
535;543;SC;Masculino;35;10;5940863;1;1;0;7677353;0
536;550;RS;Feminino;40;7;11435495;1;1;0;5401893;0
537;608;RS;Masculino;59;1;0;1;1;0;7064964;1
538;639;PR;Masculino;35;10;1281739;2;1;0;5909339;0
539;686;SC;Masculino;34;9;0;2;1;0;1275698;0
540;564;PR;Feminino;62;5;11493135;3;0;1;1826098;1
541;745;PR;Feminino;28;1;11107136;1;1;0;7327596;1
542;833;RS;Masculino;37;8;15122618;2;1;1;13612949;0
543;622;RS;Masculino;26;9;0;2;1;1;15323759;0
544;597;RS;Feminino;42;4;6474012;1;1;1;10684112;0
545;721;SC;Masculino;51;0;16931213;1;1;0;10907835;1
546;504;RS;Feminino;49;7;0;3;0;1;8782214;1
547;842;SC;Feminino;44;2;11265208;2;1;0;12664498;0
548;587;RS;Masculino;38;0;0;2;1;0;4741415;0
549;479;PR;Feminino;30;7;14396436;2;1;0;4187999;0
550;508;RS;Masculino;49;7;12245146;2;1;1;758081;0
551;749;RS;Masculino;24;1;0;3;1;1;4791103;0
552;721;PR;Feminino;36;3;6525307;2;1;0;;0
553;674;PR;Masculino;47;6;10690194;1;1;1;20792;1
554;685;SC;Feminino;25;10;12850963;1;1;0;12156233;0
555;417;RS;Masculino;34;7;0;2;1;0;5500379;0
556;574;PR;Masculino;33;3;12983467;1;1;0;19313142;0
557;590;SC;Feminino;51;3;15496299;3;0;1;19193227;1
558;587;PR;Masculino;40;5;1382419;2;1;0;1594181;0
559;598;PR;Masculino;41;3;9153693;1;1;0;19146878;1
560;741;SC;Masculino;53;3;0;2;1;1;3891368;0
561;850;SC;Feminino;70;5;0;1;1;1;70518;0
562;584;PR;Feminino;29;7;10520401;1;0;1;13849003;0
563;650;SC;Masculino;61;1;15296873;1;0;1;8297069;0
564;607;SC;Masculino;36;8;15826168;1;1;1;7674472;0
565;509;RS;Feminino;46;1;0;1;1;0;7124459;1
566;689;SC;Feminino;38;6;12102105;1;1;1;1218215;0
567;543;RS;Masculino;36;4;0;2;1;1;1412105;0
568;438;SC;Feminino;54;2;0;1;0;0;19176307;1
569;687;SC;Feminino;63;1;13771566;1;1;1;3793874;0
570;737;PR;Masculino;31;5;12119222;2;1;1;7489058;0
571;761;RS;Masculino;31;7;0;3;1;1;16669818;0
572;601;RS;Masculino;44;1;10048618;2;1;1;6267853;0
573;651;RS;Masculino;45;1;0;1;1;0;6774008;1
574;745;RS;Masculino;35;9;9256653;2;1;0;16151977;0
575;648;SC;Feminino;49;10;0;2;1;1;15983578;1
576;848;SC;Masculino;40;3;11092996;1;1;1;3087684;0
577;546;RS;Feminino;27;8;0;2;1;1;148581;0
578;439;SC;Feminino;32;3;13890161;1;1;0;7568597;0
579;755;RS;Masculino;30;4;12321766;2;0;1;1441831;0
580;593;RS;Feminino;41;6;0;1;1;0;6517066;0
581;701;RS;Masculino;39;2;0;2;1;1;8252692;0
582;701;SC;Masculino;36;8;0;2;1;0;16916146;0
583;607;SC;Feminino;33;2;10843187;2;0;1;10929139;1
584;586;SC;Feminino;57;3;0;2;0;1;605781;0
585;547;PR;Feminino;30;9;7239241;1;1;0;7707714;0
586;647;PR;Feminino;51;1;11974177;2;0;0;5495451;1
587;760;RS;Feminino;51;2;10094671;1;0;0;1796148;1
588;621;SC;Masculino;53;9;17049184;1;1;0;3558807;1
589;725;RS;Masculino;44;5;0;1;1;1;11735614;0
590;526;RS;Masculino;36;1;0;1;1;0;16069672;0
591;519;SC;Feminino;47;6;15729602;2;0;0;14727843;1
592;713;PR;Feminino;38;7;14460622;1;1;1;5659436;1
593;700;RS;Masculino;38;8;1348113;1;1;0;129975;0
594;666;RS;Feminino;34;9;11589712;1;1;1;2509503;0
595;630;SC;Masculino;32;4;82034;1;0;0;14632645;0
596;779;SC;Feminino;26;4;17431813;2;0;1;3829621;0
597;611;PR;Feminino;41;2;11420684;1;1;0;1640616;0
598;685;SC;Masculino;43;9;0;2;1;0;10781128;0
599;646;PR;Masculino;39;9;11157441;1;1;1;3083851;0
600;683;PR;Feminino;57;5;16244869;1;0;0;922178;1
601;484;PR;Feminino;34;4;14824954;1;0;1;3373827;0
602;601;RS;Feminino;43;8;0;3;0;1;11091615;1
603;762;SC;Feminino;26;7;12370946;2;1;1;16965457;0
604;687;RS;Feminino;72;9;0;1;0;1;698294;0
605;566;RS;Masculino;30;5;0;1;1;0;5492651;1
606;702;RS;Masculino;37;10;1505258;1;1;1;9472849;0
607;601;RS;Masculino;29;9;0;1;1;1;8039327;0
608;699;RS;Masculino;53;4;0;2;0;1;11130798;0
609;584;RS;Masculino;28;10;0;2;1;0;1983432;0
610;699;RS;Masculino;35;5;0;2;1;1;7839724;0
611;698;PR;Feminino;51;2;11101898;1;1;0;8641028;0
612;495;RS;Masculino;30;10;12975599;1;0;0;17274965;0
613;650;RS;Feminino;27;6;0;2;1;0;100239;0
614;605;RS;Feminino;64;2;1295557;1;1;1;1360179;0
615;667;SC;Masculino;38;1;8720238;1;1;1;7786691;0
616;688;PR;Masculino;26;8;14613339;1;1;1;17529676;0
617;727;SC;Feminino;31;0;0;1;1;0;12175104;1
618;754;SC;Masculino;39;6;17018499;2;1;0;8959326;0
619;612;PR;Feminino;62;8;14074533;1;1;0;19343789;1
620;546;SC;Masculino;42;7;13907051;1;1;1;86945;0
621;673;SC;Feminino;37;8;0;2;1;1;18331879;0
622;593;RS;Masculino;35;9;11419324;1;1;0;711541;0
623;656;SC;Feminino;40;10;1678785;1;0;1;15188716;0
624;535;PR;Feminino;53;5;14161655;2;1;1;7588865;0
625;678;PR;Masculino;36;3;14574767;2;0;1;8956674;0
626;477;SC;Feminino;48;2;12912064;1;0;1;2647579;0
627;850;SC;Masculino;35;7;11034982;1;0;0;1263558;0
628;427;RS;Masculino;29;1;14132556;1;1;1;938393;0
629;752;RS;Masculino;49;2;7865384;1;1;0;76986;0
630;649;RS;Masculino;47;1;0;2;1;1;14559385;0
631;799;SC;Feminino;28;3;14225365;1;1;0;4504256;0
632;589;RS;Feminino;61;1;0;1;1;0;6110856;1
633;583;PR;Feminino;54;6;11598886;1;1;0;5755398;1
634;839;SC;Feminino;33;10;7559243;1;1;0;6267442;0
635;540;PR;Masculino;44;3;16411304;2;1;1;1212079;0
636;850;RS;Masculino;31;6;6799623;2;0;0;5012987;1
637;696;SC;Feminino;51;5;0;2;1;0;5502243;0
638;660;SC;Feminino;33;1;0;2;0;0;11783491;0
639;682;RS;Masculino;48;1;13877815;1;0;1;16884023;0
640;744;RS;Feminino;43;10;14783215;1;0;1;2423411;0
641;785;RS;Feminino;36;4;1354384;1;0;0;19062701;0
642;752;SC;Masculino;48;5;11606008;1;1;0;15661838;1
643;706;RS;Feminino;29;5;11256462;1;1;0;4233438;0
644;583;RS;Feminino;27;1;12540658;1;1;1;11078442;0
645;660;PR;Feminino;39;5;13513499;1;1;0;173683;1
646;819;RS;Feminino;39;9;13310292;1;1;0;2704646;1
647;673;RS;Feminino;34;8;4215708;1;1;0;2059859;1
648;752;RS;Feminino;30;3;0;2;1;1;10499128;0
649;578;RS;Masculino;38;7;8225929;1;1;0;899697;0
650;438;RS;Feminino;36;4;0;2;1;0;644205;0
651;652;RS;Masculino;38;6;0;2;1;1;14570022;0
652;629;RS;Feminino;49;4;0;2;1;1;19633548;0
653;720;RS;Masculino;52;7;0;1;1;1;1478112;0
654;668;RS;Masculino;42;3;15046107;1;1;0;10813923;0
655;459;PR;Masculino;48;4;13399452;1;1;1;1928706;1
656;729;SC;Masculino;31;8;16487081;2;1;1;956739;0
657;498;PR;Masculino;25;8;12170273;1;1;1;13221049;0
658;549;SC;Masculino;25;6;1938582;1;0;1;2160011;0
659;601;PR;Feminino;54;1;13103997;2;1;1;1996615;0
660;544;RS;Masculino;64;9;11382945;1;1;1;12434149;0
661;751;RS;Feminino;30;6;0;2;1;0;157661;0
662;632;PR;Feminino;41;3;8187738;1;1;1;3364221;0
663;694;SC;Masculino;57;8;11632607;1;1;1;11770465;0
664;678;RS;Masculino;31;2;0;2;1;1;5880328;0
665;695;RS;Masculino;46;4;0;2;1;1;13753722;0
666;661;RS;Feminino;41;1;0;2;0;1;13130068;0
667;661;RS;Masculino;33;9;0;2;1;1;8417481;0
668;559;RS;Feminino;31;3;12707073;1;0;1;16094178;0
669;503;RS;Masculino;29;3;0;2;1;1;14395499;0
670;695;SC;Masculino;46;3;12254964;1;1;1;5629785;0
671;640;RS;Feminino;42;5;17609913;1;1;1;840473;0
672;624;PR;Feminino;48;3;12238838;2;0;0;3002009;0
673;667;RS;Masculino;42;9;0;2;0;1;5813742;0
674;642;RS;Masculino;26;0;0;1;0;0;4747268;0
675;640;SC;Feminino;32;6;11887935;2;1;1;1913171;0
676;529;SC;Masculino;35;5;0;2;1;1;1872885;0
677;563;RS;Feminino;39;5;0;2;1;1;1760381;0
678;593;SC;Feminino;38;4;8873644;2;1;0;6702003;0
679;739;PR;Masculino;45;7;10270362;1;0;1;14780294;1
680;788;SC;Feminino;70;1;0;2;1;1;4161062;0
681;684;SC;Feminino;38;3;0;2;1;0;4425565;0
682;482;RS;Masculino;55;5;9731825;1;0;1;7841614;0
683;591;SC;Masculino;58;5;12846869;1;0;1;13725455;0
684;651;PR;Feminino;41;4;13343259;1;0;1;15130348;0
685;749;PR;Feminino;40;8;14178257;2;0;0;8633363;0
686;583;RS;Masculino;24;9;13512528;1;0;0;898019;0
687;661;SC;Masculino;42;2;17882091;1;0;0;2935857;1
688;715;RS;Feminino;31;2;11221214;2;1;1;18160072;0
689;769;PR;Feminino;45;5;12667481;1;1;0;12411871;1
690;625;RS;Feminino;51;7;13629497;1;1;0;3886746;1
691;641;RS;Feminino;36;5;6639264;1;1;0;3110667;0
692;716;PR;Masculino;27;1;12255234;2;1;0;6761136;0
693;767;RS;Masculino;43;1;7640885;2;1;0;7783763;0
694;745;PR;Masculino;36;8;14507124;1;0;0;607846;0
695;589;RS;Masculino;34;6;0;2;1;1;17789692;0
696;796;RS;Feminino;45;2;10973022;1;1;1;12388273;0
697;664;RS;Masculino;57;6;0;2;1;1;1530408;0
698;445;SC;Masculino;62;1;6411938;1;1;1;7656964;1
699;543;PR;Feminino;57;1;10613833;2;1;1;12065732;1
700;746;SC;Masculino;36;2;0;2;1;1;1643656;0
701;742;PR;Masculino;33;0;18165651;1;1;1;10766791;0
702;750;RS;Feminino;32;5;0;2;1;0;9561147;0
703;669;RS;Masculino;30;7;9512886;1;0;0;1979926;0
704;594;SC;Feminino;49;2;12661594;2;0;1;12321474;0
705;574;SC;Masculino;36;1;0;2;0;1;7170912;0
706;659;PR;Masculino;36;2;7619048;2;1;1;14906614;0
707;750;PR;Masculino;40;5;16828681;3;1;0;2045199;1
708;626;PR;Masculino;35;4;8810981;1;1;1;328255;0
709;620;RS;Masculino;42;4;0;2;1;0;623231;0
710;580;RS;Feminino;35;8;0;2;0;1;1035703;0
711;686;RS;Feminino;34;3;12397151;2;1;0;14779463;0
712;540;RS;Masculino;48;0;14811648;1;0;0;11697348;0
713;634;PR;Masculino;35;6;11626901;1;1;0;12996494;0
714;632;SC;Masculino;38;1;12059921;1;1;0;9281686;0
715;501;RS;Feminino;41;3;1442605;1;1;0;17211467;0
716;650;SC;Feminino;25;3;866055;3;1;0;1664931;1
717;786;RS;Masculino;34;9;0;2;1;0;14451719;0
718;554;PR;Feminino;37;4;5862997;1;0;0;1820386;0
719;701;SC;Feminino;42;5;0;2;0;0;2421056;0
720;474;RS;Masculino;45;10;0;2;0;0;1721759;0
721;621;RS;Feminino;43;5;0;1;1;1;4757845;0
722;672;SC;Feminino;56;2;20976731;2;1;1;15069442;1
723;459;SC;Feminino;42;6;12963425;2;1;1;17768302;1
724;669;RS;Masculino;23;1;0;2;0;0;6608883;0
725;776;RS;Feminino;38;2;16982446;1;1;0;1692917;0
726;694;RS;Masculino;36;3;9753025;1;1;1;11714041;0
727;787;RS;Feminino;42;10;14598865;2;1;1;7951037;0
728;580;RS;Masculino;37;9;0;2;0;1;7710866;0
729;711;RS;Feminino;25;7;0;3;1;1;967928;0
730;673;RS;Feminino;40;5;13749428;1;1;0;8175392;0
731;499;RS;Feminino;57;1;0;1;0;0;13137238;1
732;591;RS;Masculino;24;6;147360;1;1;1;2531082;0
733;769;RS;Feminino;25;10;0;2;0;0;18792575;0
734;657;SC;Masculino;31;3;12516702;1;0;0;9882039;0
735;738;PR;Masculino;43;9;12115205;2;1;0;641667;1
736;545;PR;Feminino;60;7;12898107;1;0;1;17692421;1
737;497;RS;Masculino;47;6;0;1;1;1;9005508;0
738;816;SC;Masculino;67;6;15185898;1;1;1;7281431;0
739;525;RS;Masculino;36;2;1146284;1;0;1;16829006;0
740;725;RS;Masculino;46;6;0;2;1;0;16176738;0
741;692;RS;Feminino;28;8;9505902;2;1;0;4442018;0
742;618;RS;Feminino;24;7;12873639;1;0;1;3714761;0
743;546;RS;Masculino;24;8;15632538;1;1;1;12538102;0
744;635;RS;Masculino;29;7;10540597;1;1;1;14985389;0
745;611;RS;Feminino;49;2;8891537;3;0;0;16143502;1
746;650;RS;Masculino;60;8;0;2;1;1;10292576;0
747;606;RS;Masculino;40;5;0;2;1;1;7089927;0
748;844;RS;Masculino;18;2;16098003;1;0;0;14593628;0
749;450;SC;Feminino;46;5;17761971;1;1;0;5422706;0
750;727;SC;Masculino;38;2;6227699;1;1;1;5928079;0
751;460;PR;Masculino;46;4;12755997;2;1;1;1269525;0
752;649;RS;Masculino;41;0;0;2;0;1;13056702;0
753;758;PR;Feminino;47;9;9552316;1;1;0;7329448;0
754;490;RS;Feminino;35;7;10774903;1;1;1;393737;0
755;815;PR;Masculino;37;2;11077726;2;1;0;238359;0
756;838;SC;Feminino;39;5;16673392;2;1;0;1427944;0
757;803;RS;Masculino;31;9;15712086;2;1;0;14130053;0
758;664;PR;Feminino;36;2;12716078;2;1;0;7814075;0
759;736;SC;Feminino;28;2;0;2;1;1;1174311;0
760;633;RS;Feminino;37;9;15609197;1;1;0;7200861;0
761;664;RS;Masculino;58;5;9866818;1;1;1;6088758;0
762;600;RS;Feminino;43;5;13402206;1;1;0;19476483;0
763;693;RS;Feminino;35;5;12415109;1;1;0;8870514;1
764;663;PR;Feminino;36;6;772535;1;0;0;3581797;1
765;742;PR;Feminino;21;1;11429248;1;1;0;315204;0
766;710;PR;Masculino;43;2;14008032;3;1;1;15790819;1
767;710;SC;Feminino;27;2;13527796;1;1;0;14220015;0
768;700;RS;Feminino;82;2;0;2;0;1;18205536;0
769;720;PR;Masculino;60;9;11592062;2;0;0;15755208;1
770;684;SC;Masculino;41;2;11978272;2;0;0;12028467;0
771;531;RS;Feminino;63;1;11471571;1;0;1;2450695;1
772;742;PR;Feminino;36;2;12974854;2;0;0;4727161;1
773;717;RS;Masculino;31;4;12972257;1;0;0;411766;0
774;589;RS;Masculino;32;2;0;2;0;1;946864;0
775;767;RS;Masculino;36;3;1391802;1;0;0;12388019;0
776;636;PR;Masculino;49;6;11359974;2;1;0;15888709;1
777;648;RS;Masculino;33;7;134944;1;1;1;11703638;0
778;622;PR;Feminino;58;7;11692225;1;1;0;12041561;1
779;692;SC;Masculino;28;9;11894509;1;0;0;1606425;1
780;754;RS;Masculino;28;8;0;2;1;1;5261562;0
781;679;SC;Feminino;35;8;11918273;1;0;0;12121009;0
782;639;RS;Masculino;27;8;0;2;1;0;19224735;0
783;774;RS;Feminino;28;1;7126402;2;0;1;6875957;0
784;517;RS;Masculino;41;2;0;2;0;1;7593747;0
785;571;RS;Feminino;35;8;0;2;0;0;8456913;0
786;747;PR;Masculino;58;7;11631357;1;1;1;19069635;1
787;792;SC;Masculino;36;5;9214015;1;0;1;6746867;0
788;688;RS;Masculino;26;1;0;2;1;1;10443594;0
789;714;PR;Masculino;42;2;17764009;1;0;1;4716655;0
790;562;SC;Feminino;35;0;0;2;1;0;11989952;0
791;704;SC;Masculino;48;8;1679976;1;1;1;17349845;0
792;698;RS;Masculino;36;2;8227535;2;1;1;9324926;0
793;611;RS;Masculino;49;3;0;2;1;1;14291754;0
794;850;PR;Feminino;48;6;11196299;1;1;0;1117558;0
795;743;PR;Feminino;34;1;13173688;1;1;1;10854321;0
796;654;RS;Masculino;29;1;0;1;1;0;18034544;0
797;761;PR;Masculino;36;8;10823911;2;0;0;9944402;0
798;702;RS;Feminino;46;9;9844419;1;0;1;10956328;0
799;488;PR;Masculino;32;3;11454038;1;1;0;9256807;0
800;683;RS;Feminino;35;6;18753066;2;1;1;3797636;0
801;601;PR;Feminino;42;9;13363616;1;0;1;10331574;0
802;605;RS;Masculino;52;7;0;2;1;1;1739525;0
803;671;PR;Feminino;44;0;8474503;2;0;1;3467398;0
804;614;PR;Feminino;31;7;12059938;2;1;1;4616344;0
805;511;SC;Feminino;29;9;0;2;0;1;14067698;0
806;850;RS;Masculino;39;4;12777135;2;0;1;15173854;0
807;790;SC;Feminino;46;9;0;1;0;0;1467981;1
808;793;RS;Feminino;33;0;0;1;0;0;17554402;0
809;628;RS;Masculino;69;5;0;2;1;1;1819646;0
810;598;PR;Masculino;53;10;16777296;1;1;1;13688686;0
811;657;RS;Feminino;37;6;958456;1;1;0;12221823;0
812;618;RS;Feminino;35;10;0;2;1;0;18043975;0
813;681;SC;Masculino;65;7;1347147;2;0;1;19041981;0
814;516;SC;Feminino;33;3;0;2;1;1;5868559;0
815;421;PR;Masculino;28;8;12238422;3;1;1;8901738;1
816;700;RS;Feminino;26;2;0;2;0;0;5005142;0
817;745;RS;Masculino;25;5;15799315;2;1;0;14604145;0
818;696;RS;Masculino;29;8;0;2;1;0;19116609;0
819;580;PR;Feminino;42;2;12333136;1;0;0;10351608;1
820;497;SC;Masculino;27;9;7526316;1;1;1;16482504;0
821;720;RS;Feminino;43;6;13782403;2;1;0;17255777;0
822;659;PR;Masculino;36;4;13257892;2;1;0;8432094;0
823;841;RS;Feminino;36;5;15602131;1;0;0;12266298;0
824;642;SC;Masculino;34;8;0;1;1;0;720851;0
825;732;SC;Feminino;69;9;13745343;1;0;1;11093224;1
826;600;SC;Masculino;36;4;0;2;1;0;14363536;0
827;464;PR;Masculino;33;8;16428472;2;1;1;371034;0
828;680;RS;Feminino;47;5;0;2;1;1;17984333;0
829;758;SC;Masculino;56;1;0;2;1;1;1064338;0
830;630;PR;Feminino;31;2;11237349;2;1;1;13116798;0
831;577;RS;Feminino;39;10;0;2;1;0;1055331;0
832;684;RS;Feminino;34;6;0;2;1;1;13092822;0
833;708;SC;Feminino;41;5;0;1;0;1;15700399;0
834;732;PR;Feminino;29;1;15433382;1;1;1;13852756;0
835;634;PR;Masculino;37;3;11143277;2;1;1;16703249;0
836;633;RS;Feminino;30;6;0;2;0;0;4164229;0
837;559;RS;Masculino;34;2;13739011;2;1;0;9677;0
838;694;SC;Feminino;37;3;0;2;1;1;14701222;0
839;686;PR;Feminino;56;5;11164208;1;1;1;8055387;0
840;553;SC;Feminino;48;3;0;1;0;1;3073095;1
841;507;RS;Masculino;36;4;8354337;1;0;0;14013443;0
842;732;PR;Masculino;50;6;14533876;1;0;0;919361;1
843;818;RS;Feminino;31;1;18679637;1;0;0;17825263;0
844;660;PR;Masculino;35;8;5864143;1;0;1;19867408;0
845;773;SC;Feminino;41;5;0;1;1;0;282669;1
846;640;RS;Masculino;44;3;13714868;1;1;0;9238101;0
847;505;RS;Masculino;49;7;8000123;1;0;0;13518011;0
848;714;PR;Masculino;21;6;8640252;2;0;0;2733059;0
849;468;RS;Feminino;42;5;0;2;1;0;12530534;0
850;611;SC;Masculino;51;1;12287474;1;1;1;14964845;0
851;705;RS;Masculino;25;0;9754429;1;0;1;5988715;0
852;646;PR;Masculino;46;1;17082655;2;1;0;4504132;0
853;667;PR;Feminino;0;1;9713392;2;0;0;11331677;1
854;511;PR;Feminino;41;8;15389565;1;1;1;3908742;0
855;653;RS;Feminino;43;6;0;2;1;1;733059;0
856;675;RS;Feminino;57;8;0;2;0;1;9546329;0
857;523;SC;Masculino;32;4;0;2;1;0;16784802;0
858;567;PR;Feminino;49;5;13495602;1;1;0;9395384;1
859;741;SC;Masculino;39;7;14363758;2;0;1;17422766;0
860;456;SC;Masculino;32;9;14750625;1;1;1;13539921;0
861;598;RS;Masculino;64;1;0;2;1;0;1956353;1
862;667;RS;Masculino;43;8;19022746;1;1;0;9750804;1
863;548;RS;Feminino;32;2;17244877;1;1;0;18808377;1
864;725;RS;Masculino;41;7;11398021;1;1;1;11670425;0
865;717;RS;Masculino;53;6;0;2;0;1;9761487;0
866;594;RS;Masculino;38;4;0;2;0;0;18688404;0
867;678;PR;Feminino;25;10;7696812;2;0;1;13150172;0
868;545;RS;Masculino;38;1;8829313;2;1;1;2430295;0
869;636;RS;Feminino;-10;1;17083346;1;1;0;11051028;1
870;603;PR;Masculino;44;6;10812239;2;1;0;10848833;1
871;435;RS;Masculino;36;4;0;1;1;1;1970152;0
872;535;RS;Feminino;40;8;0;1;1;1;2768977;0
873;629;PR;Feminino;45;7;12981839;3;1;0;921755;1
874;722;RS;Feminino;35;2;16394389;2;1;1;1506818;0
875;561;RS;Masculino;28;7;0;2;1;0;779701;0
876;645;RS;Feminino;38;5;1014303;2;0;1;440032;0
877;501;RS;Feminino;39;9;11730166;1;0;0;18202595;0
878;502;PR;Feminino;32;1;17334083;1;0;1;12276395;0
879;652;SC;Feminino;42;4;0;2;1;1;3815201;0
880;574;RS;Feminino;33;3;13434857;1;1;0;6316399;0
881;518;RS;Feminino;45;9;10552565;2;1;1;7341829;0
882;749;RS;Feminino;60;6;0;1;1;0;1797868;1
883;679;RS;Feminino;43;4;0;3;1;0;11513651;1
884;565;RS;Masculino;36;6;1061921;1;1;0;14957559;0
885;643;RS;Feminino;45;4;4514443;1;1;0;6091724;1
886;515;RS;Masculino;65;7;9211361;1;1;1;14254833;0
887;521;RS;Masculino;25;7;0;2;1;1;15787867;0
888;739;SC;Masculino;38;0;12836644;1;1;0;1279643;0
889;585;RS;Masculino;0;2;0;2;1;1;1865777;0
890;733;PR;Masculino;74;3;10654553;1;1;1;13458958;0
891;542;RS;Feminino;43;8;14561837;1;0;1;1035074;0
892;788;SC;Masculino;37;8;14154125;1;0;0;6601327;0
893;435;PR;Masculino;32;2;5701706;2;1;1;590711;0
894;577;RS;Masculino;42;9;0;1;1;0;7407791;0
895;703;RS;Feminino;51;3;0;3;1;1;7729456;1
896;728;PR;Feminino;35;8;12588495;2;1;0;5435902;1
897;728;PR;Masculino;32;5;618255;1;1;1;15612493;0
